customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
41883516100857b1423d6525d5df35fc7d43f8a97d545bd7a22695c10b32a645,,,ACTIVE,NONE,30.0,1c6c1b7a9343be28892f8d9823eafefd74c349472327db7165833cf6b9f802a3
4308983955108b3af43ec57f0557211e44462a5633238351fff14c8b51f16093,1.0,1.0,ACTIVE,Regularly,43.0,d51efa32b54a5f8c64d41ca12e7daa059e9a99ee31990f7703655cf311f4c3df
43efe8db05d0bbf1e55a8c955897e547ab1d50220b7763bd40973cd4452f46dc,1.0,1.0,ACTIVE,Regularly,53.0,1bbff3a30ea31f2efff78ea348712c06d478c6fcba8bc6e0f7c7dc3ac0d3ce0d
449dc254d5a3f87bcb6c63d0b47a7f06868bcc165299d02a0bbef7aa22bd5610,,,ACTIVE,NONE,30.0,9019bed6a245da1b2d087fbb54d5fff6e53826efe3dc38ebf640dfc68aa261a8
44e2e6bbec9e578e52bd2eb3eff2a165d094735029efb0d18128551d33e94b88,1.0,1.0,ACTIVE,Regularly,27.0,f98c80d75799e097fbc3a3949e113ca006d314e813bec78e615287d1a0029861
47275783ff84445cf7e257c73031f31813c0c8e8e17e18351661d5136dcd0863,,,ACTIVE,NONE,33.0,35a7948dba76df3aefac9d5aabc35448bf1df4091753099ec0a2597076ce9478
49beaacac0c7801c2ce2d189efe525fe80b5d37e46ed05b50a4cd88e34d0748f,,,ACTIVE,NONE,28.0,ab724d6cb2340bd9c5294fd7f2811349f6509a27a8bc5cabd7bb4d8fdd9c243e
4d394406bdef74c0a11f9b4e791c7d95df3369a7c387afcaa562cb4b44cb2976,,,ACTIVE,NONE,51.0,c3f780b094e86379d09448ca47bce60e66dd95185d82c9e5a61af5f57105fa95
4d5b026a812d7d24914e5e80db9ce647600de7860b43d71a47034c122483380b,1.0,1.0,ACTIVE,Regularly,42.0,d5555a44651aa4a247a191c2a07bce4677602e5f0c62d31b4cff2cdd45901e38
4e57c43d931e365659f756e5b173b79b9fdc8cbc6a5eab239bd4af7e4d344f96,,,ACTIVE,NONE,31.0,e50b32c6f975c2b637be8b2c126a49f7f2ad04e4f338cad8e44e42c521318d58
4ec31faebb893bfb989055ea18908c7dda792bf454735ebca6ed28afc28fa030,,,ACTIVE,NONE,54.0,dd7cb6d418517a4bb0449b8cf8e180c42daa3a9f6a77b4b7f727c347b7fe40a3
4ee54b1f49d611bd439994603319ba46609e0f65fdebdbbdfc35d3356f710a2f,1.0,1.0,ACTIVE,Regularly,27.0,48bb7233848d9fb4b7943d1dc7376080192d7a8e7dc30cfbd0651067722ea06d
4f87d704f19950321715b90f5c41bcee9b19a8a6c4f31fa52970aaea75e3c57e,1.0,1.0,ACTIVE,Regularly,52.0,f5e101d3f5217a33be8327a340a723495f9ff7c5ca1a0333137b77f36d5b56cb
4fd20fa4ccc486b89c4325446c5b9db1514498a03f9da3f9e3e45aa20c18d117,,,ACTIVE,NONE,46.0,6ea676afb48a94526c5c378b82f174f94357206f5bfee20a7697261867bc43be
505cce4d28eb35f5066b1e4609d7b13c9f1be118ebfbc39a25c3b107f61aff3e,,,ACTIVE,NONE,29.0,9e1a5cd9f9aad83d0e219763d36d877193c7f311cc7c685dbf58450837999cdf
515063086d89b79fa1c1b4fd83248e7c688e40f0fd8ff16262416901a044e53e,1.0,1.0,ACTIVE,Regularly,24.0,f02b7bd36e0e6fede7991913d6d5a3213fc74dd28a34bb30cb7329889d903f4e
55d15396193dfd45836af3a6269a079efea339e875eff42cc0c228b002548a9d,,,ACTIVE,NONE,36.0,ab522f6a3ad49ede7552234ed11f5e7658b8678832010a251dce6b0c96daf4b1
56a37626b0fad499b890a61585c6f8cd9aab7969d86c7ea25802aa310619fd90,1.0,1.0,ACTIVE,Regularly,57.0,2c9541f467406d0e09bd7a8950cb3c74f1f264bc56962257a4f5df51095efdf2
570f316b7a55a278bc22b66cff78e09b54f3150407bfed3d0d1b1ee57e28bb9f,,,ACTIVE,NONE,24.0,2edf3e2570d9678927cf7bee092279b297c7dd4f4f93861cee86b6019a870d47
58388c01c7fded48c321e36282daf9c1e02da9f44ee9ca842e38205b1bd9097b,,,ACTIVE,NONE,54.0,f71a55c02b3bcf5a7e77266fc2c7cadd9bb5308e980422915ea6bbab49f95183
5907af5ead8b9e732fe964f167030c90c2df2f7ea137bc28c58c90799bad428c,1.0,1.0,ACTIVE,Regularly,54.0,ac84df2f3ad032db6c6057e82f83e275be9931d27f2f41f30dbfa01355dbd4fe
5998cee76f6c06d2b661f02d2997e45178bb42490406e490511368e7519ea3a0,1.0,1.0,ACTIVE,Regularly,49.0,7158f6fd0dd8e7f7e5844be568dae78dc6f837b768d9daa0024f93403767e68c
5a1cf6cc59d94c0cd039b27524c8f5e42a9e0e0fe240fc340e0bef659a0cc1eb,,,ACTIVE,NONE,38.0,9a24a597d58797b9ab49717deb6fdf717f0c12ea5da1ae98a48ce075b178ec8d
5b8aa448f9eb6235d403b43bf1279813a33527fcdee38de4cf1f674a5badf65b,1.0,1.0,ACTIVE,Regularly,42.0,cc4d7b059c59d89e1641c232dbba5bea5716bd9e5e7d787bf61587a8ac1c4328
5b9162256d6e071146a9ce951991e707272f9f97ffe0e41912318c86667952d3,1.0,1.0,ACTIVE,Regularly,43.0,3b2cc9dcb886dfbb70a16ba8f5a625ed26819a159f2ac26bd76f335405f0ce8c
5b9273e0c51365efc941c38f522523398ae3bf5ca3092193f7f42a1ab4d7d2ab,1.0,1.0,ACTIVE,Regularly,50.0,7264e24764532133683b5d14d2172ffe7191aa9199bdaf012a0301737e559018
607c6a5ff6c64f04d8211ded25f5728c1e368f8d10d746ada462ba0c53c81b8b,,,ACTIVE,NONE,32.0,d2946455bc75551b7b923d38ab3d9ac140e991c78a0c4cc1315e52ddf47f9af3
61f333f21ff1cccd57178e55321b9db5e5295be852ec7edf154daec33daa9bd3,,,ACTIVE,NONE,23.0,dd71819caea677a6f1ac7eac92d60f920551d5cf7f4083346d5360e20e620c50
62aee5f7cf8d2250324a54365d243bb053fea875e3b33d700ef785980a8f4078,1.0,1.0,ACTIVE,Regularly,64.0,c2949f8631128e8609392036a01c88b432f50710732246d1508de040b8b8f73a
62eb7f6a247863fa029692beaeefdee2c64b1c34c7e865b981b5a9947e416198,1.0,1.0,ACTIVE,Regularly,24.0,dcccfdebef362e95e64383309d9be39823c1fced623b532e2fad82e59ab21d2b
6327c593aec6a9f001a80fb1abcba8d8c269def0aa313812df7aedc2994b66a7,,,ACTIVE,NONE,55.0,346445c8bb6a9c9349ecb3265d899f06128f22169ce00107fe13cc33b6b89b44
63e31fe0803e77fdaea7517ab8245e488ddbd3cb65cdd8ed0c00d3e12e790a6d,1.0,1.0,ACTIVE,Regularly,37.0,7f2669349ba6ecc4601eecd157c92507b2b3b6f49dc42cccdea0b98f1ee74beb
65d3fe53c1daab078c0f6b538cc85ee24f08aca975529191fa58960dc02c46ed,1.0,1.0,ACTIVE,Regularly,31.0,a5ca21aefc3cf90afd9b09faf3b0f8f3c423d4f1cfb4c2e33a1b86770e426fa8
6699f75dc4bb992d6053c202fcf4141e1940011871b917eab74bfe559b33c5ae,1.0,1.0,ACTIVE,Regularly,23.0,7a3d67627df12c062c953f5349ecfbf11d474142e3b6016bce8e850b3135354f
675491ba050dd7094274989e7d081e96240b4624088bf4555596e930426e20e4,1.0,1.0,ACTIVE,Regularly,32.0,547a1104feef578a085544b55a239a16e2ffa07006d1d02d8015e5954882e563
67931690bdf18d2e328854ae772cd5ce2505fdc11164693998b13e706db0bb56,1.0,1.0,ACTIVE,Regularly,55.0,c2a77fe2ea57d47bda150b792d51c2bcb45dd5740644e4f78fff789989ded23f
6881f635c5be0550646522a81a07d942ee71fcf603397d7908b76b1df2298745,1.0,1.0,ACTIVE,Regularly,28.0,070f1e624b79d6540ccf7a003af852a95e7faf4f66c70d435a1c1d5df6214c1f
689f4eda82fdf3d9bfe8e524bbd0d931c4d7690f2234d3e48779f924aaf4103d,1.0,1.0,ACTIVE,Regularly,26.0,08462665845669007bf0d4550b9a097472afcbe4448e5935ca5c9be617a0c77f
6980555e2eaa19a3f9f8df02e983a8e50abddf6e49cc6310ee45cce60284b62f,1.0,1.0,ACTIVE,Regularly,47.0,afd7936d1074fc3c0d1834735f815ebf0ab1967d457bf5bae0db3a7a6c31d871
6ab45ee23482e722627e18fae22f116d315be23b5a657a77749c45bf192bf505,1.0,1.0,ACTIVE,Regularly,36.0,f335c7f717d7847ee02f859f6da2528587a41df09c66b98ae9e66f822f085935
6ad2c5538d44def5d641d52bf37920d403732a3a99b7f88a8fefcfbc6e6aeb73,1.0,1.0,ACTIVE,Regularly,29.0,474869682d1bbe5f286ad85ac6beb15108d6bf9945923fba93fcfbfb51b45ae9
6b47a05d1c6914c87331c2ec893dff5e5b071dcdc15427c01d68a21ff0e3b2ce,1.0,1.0,ACTIVE,Regularly,49.0,6b0b23850ee70a7b515d94e8bf864c88bae55a937a051a1eaada4d02d50a970b
6cc121e5cc202d2bf344ffe795002bdbf87178054bcda2e57161f0ef810a4b55,1.0,1.0,ACTIVE,Regularly,32.0,6480abda4aa42dcf1f5c4597c616bc53365825f1cbdf6835fe4c08ca769abcbe
6d0b9ab5b4eb5f5212cdf4bfd3d5094802f8846bce018262f5ccb8cf8364a473,1.0,1.0,ACTIVE,Regularly,36.0,d2da5fe41a37e59eae8b354dbb30152a4bc6fc369a902a1cce027f7b4c195da4
6e378d7d9f037a2dc5f2792656934cb56310635995505054f31bc99121229480,1.0,1.0,ACTIVE,Regularly,49.0,2bdfdae1bf113a9ae8455a9a29fe4c3b134bf50bf9c33d20b382dc089d22223b
6eb92e228575405baefe77d645a8533c9c685c506934f8b1c9d8de380b93c845,,,ACTIVE,NONE,26.0,9a2bf89a9588f9a95cfc448310574d5b38db25dd5b555fdfd093b56b9be1c925
6f0c11888a1976925d8335d2935afa98a0065651f02898ddf8112e5be761bf86,,,ACTIVE,NONE,44.0,88fdb41d8fd05d81053daed68ecf2d9cf2f9e98f5ae732bd2e8ff405e643250c
702ae6f3f3d19e1ca226127f032474aead6247fdd63fe252e5ab02d38de8517f,1.0,1.0,ACTIVE,Regularly,34.0,a8da6a3a92ce030375f3ebc263a911cedaa1e3c69834428f98989fa5ddcf9ac8
716d31c400d20613322bf8a2ddfc621604ea9756c054de47e8220d2ad94f5e78,,,ACTIVE,NONE,44.0,cbd8014789fb73ea395689b61356f34aa3feab990002f42d89a29a9a81b950c8
71986b564f1a81551a73d67e8b63df9d82a68bf1ebad24ae588e9794c8a39391,1.0,1.0,ACTIVE,Regularly,29.0,93ff91352e6da2aadb046ff3f261fb9b31107feef56aac5a2547378f85b753c9
76dbb19ea2c831b6ff85b7a770fdfa64bee68217ed208999947910477dd7107e,1.0,1.0,ACTIVE,Regularly,54.0,3b7b6b897c334dac57977ddab30e6adc8cb57a8edfda9360a43731c3a39f0cfe
77cdcc11e835b84fdf84df083bc371d326842d4e76cd65bd4a5b90387764ef3f,1.0,1.0,ACTIVE,Regularly,27.0,44c8602644011dfb74b78fb3ab2a6932b209487b3505edb12fece49c4586a62d
77db96923d20d40532eba0020b55cd91eb51358885c2d698a2805e79481f64a1,,,ACTIVE,NONE,27.0,fa13377323994a5da29d96b01f86205d05aa5ebb2ad6fa63608d9b88c142f185
788785852eddb5874f924603105f315d69571b3e5180f3a7ae6970b55b6d5dc9,1.0,1.0,ACTIVE,Regularly,32.0,e3f4e08b31c34fb5c82e934b7430999d95d4b2c652fd30c180795626c29be33b
7941e77cabb9555c4205adf05fc1aa4b60b16dcbed8a32f0c2a0157c70927d22,,,ACTIVE,NONE,29.0,4211468c7516730703402d15022c57f5b7d7e96f4ae19077d1be1f3e56f4f06b
796c039fc704b14be5e008d41c0f4d273c46579f53511a59a8d5f79ed821301e,,,ACTIVE,NONE,31.0,a47f8daeac2dae3e4a5594f62c154be02c0978d0de172b19344164aceba9cbc7
7a859c4f0a3aeea904d8436153f3f6c4eebf2e99b485c6c6f89877d6797eec98,1.0,1.0,ACTIVE,Regularly,41.0,8f01674ca2d546a04fc696430da2afe2d1bbc5541556933c578cf801b78b1357
7d39df7c40568a536cdc4b11895bf8802da1c28537af0d232e12246bbb1cf817,1.0,1.0,ACTIVE,Regularly,35.0,767698df08a34e4cf9e6481564615f1a2d856ec563b8ead578e2e528d16854d4
7f0ac4394297dc4a885d3b9277ba526cbbfbf7fb7cae465b256ed8e55b864f03,1.0,1.0,ACTIVE,Regularly,33.0,2c170eef5d71c660d26538cc8ba016cf8a65274925d82ac031f6c92632b619dc
82a2b96739347895758330d4d1001ab5abbbad43c7bbfb31eef08ef25b52f366,1.0,1.0,ACTIVE,Regularly,51.0,baab4eeaf4e67788493871ddbf011dbd80c1d8da8b403476ad86b268a0db3e6b
83e13368a1ab1510788b309c89e5e987f3cbf177614776a62b6ca5f7334a58ad,,,ACTIVE,NONE,59.0,82c3f83331d659abf1dbc36637c0604f030b52f7a76bfcea5e49873fff49968e
84c34f4f564db1f437943c77af41f83bf6fd7c01701cbb050070369176905712,1.0,1.0,ACTIVE,Regularly,53.0,5f128cfa35124fbbaf9a782510be2b8410df3bab1f482d342b959c9fb9a7ec34
85003463ce5a00345575d281384559b47182c6dc82c8e4696e5ca5e08988bcf1,1.0,1.0,ACTIVE,Regularly,52.0,c16692f2751bab531ef4b548f5ebe80b719de907f7112782c1b195011e8e7afc
851a88d56941fd5c43795a0f8bc1d2d04d66821e740930ae1aa6ca00f3a1b9c6,1.0,1.0,ACTIVE,Regularly,41.0,cd2424eaa9d2b9eb7610937930c51304025c2d8e8f47f8ba424e4a224491d4c1
86088b6c51b12af9a00ef5ddfae37870f6604f8a8626a177f20f0fb880ac747a,1.0,1.0,ACTIVE,Regularly,24.0,c0676c9dae70a2673dbf3d1dd58aadbdcc1a6570a7f68da587c6dc5355583776
863f0e03da282ae32a76775ce55d8a4605a85c84a26066e1ad0e9469e8c40e68,,,ACTIVE,NONE,27.0,b6cd6d4a8a029ceb76b9bb83781c4bfabd02fdf4253092d4d71558d281a75bac
8801eac41d19f2f9d118b13ffc4148513a42f5cee7144f589c38176a41217919,,,ACTIVE,NONE,27.0,1c52b1ccfe54f9509f9a38dcfa51023a76c22231faa168fe559ab3b269430a25
898ede9fb639eb2aedb2d1d433eea958817e2bbb9f94524b3a0709af6fb5257e,,,ACTIVE,NONE,43.0,4c738bde75aa2b63a0bb31406e00ce151c6926b70a59aa0ecb5158ee577c1dfb
8a9d4d7e454a745d3ac77645ca8afd7123b1f3d5d4e4bf6c7de13c9e7bc54f8e,1.0,1.0,ACTIVE,Regularly,50.0,3f2ead7fbb153dea13d59e9319fda1e7647dadae2658b97a97fc6215327065cb
8b7d3bea1373b85e44b9f65e7685ebf3ba8614cb3fa441babfa9cae5a152aa33,1.0,1.0,ACTIVE,Regularly,42.0,69d4a32a471daf961db3a037d8a3fc2d4d5e865a25c5151de810c66fa60aff55
8bc7ae4dfbcc2a8e66cfa14f59eb894dc0defc3ab11cdeb095cd636d26437179,,,ACTIVE,NONE,55.0,9aa5b33ef6cf72cbb63470462ba8c9b223dc1457908192c7d454861f67220116
8df45859ccd71ef1e48e2ee9d1c65d5728c31c46ae957d659fa4e5c3af6cc076,1.0,1.0,ACTIVE,Regularly,60.0,9a91a77e198519db58d9dd9c55aa037846701ab4d54a9d73ed566c20a73eb77c
