user,ground_truth,cold_start,popularity_hit5,popularity_hit10,popularity_ndcg10,rule_based_hit5,rule_based_hit10,rule_based_ndcg10,ncf_hit5,ncf_hit10,ncf_ndcg10
f8f36c2ae8db,0448509014,False,1,1,1.0,0,0,0.0,0,0,0.0
2dba3158e22a,0882701002,False,0,0,0.0,0,0,0.0,0,0,0.0
8b7d3bea1373,0884623001,True,0,0,0.0,0,0,0.0,0,0,0.0
d8c54f5ca642,0851866002,False,1,1,0.4307,0,0,0.0,0,0,0.0
d7ccd9473752,0903926001,False,0,0,0.0,0,0,0.0,0,0,0.0
2c80c35aefd1,0825771007,False,0,0,0.0,0,0,0.0,0,0,0.0
570f316b7a55,0805947006,False,0,0,0.0,0,0,0.0,0,0,0.0
b4e8825a3c4d,0897738001,False,0,0,0.0,0,0,0.0,0,0,0.0
e97c3a6c680c,0896064002,False,0,0,0.0,0,1,0.3333,0,0,0.0
62aee5f7cf8d,0897891001,False,0,0,0.0,0,0,0.0,0,0,0.0
14e280308365,0351484027,False,0,0,0.0,0,0,0.0,0,0,0.0
0552b5b3f428,0874819002,False,0,0,0.0,0,0,0.0,0,0,0.0
d81c7968507a,0835028002,True,0,0,0.0,0,0,0.0,0,0,0.0
aef98873e977,0769748016,False,0,0,0.0,0,0,0.0,0,0,0.0
f4395039b45f,0880839006,False,0,0,0.0,0,0,0.0,0,0,0.0
1a8ff5bca9a0,0824832001,False,0,0,0.0,0,1,0.3155,0,0,0.0
1dc9e67179f9,0893141002,False,0,1,0.2891,0,0,0.0,0,0,0.0
9284adebad08,0919273002,False,1,1,0.5,0,0,0.0,0,0,0.0
ab7aa137c93b,0892983001,False,0,0,0.0,0,0,0.0,0,0,0.0
ef9060466e19,0910601002,False,1,1,0.5,0,0,0.0,0,0,0.0
6f0c11888a19,0913754002,False,0,0,0.0,0,0,0.0,0,0,0.0
a8d14751a68b,0864562001,False,1,1,0.5,0,0,0.0,0,0,0.0
430898395510,0728876011,True,0,0,0.0,0,0,0.0,0,0,0.0
e731b3ecc861,0867969002,False,0,0,0.0,0,0,0.0,0,0,0.0
63e31fe0803e,0894956001,False,0,0,0.0,0,1,0.3562,0,0,0.0
0a45168a9fdd,0848025003,True,0,0,0.0,0,0,0.0,0,0,0.0
e859b098e894,0759326008,False,0,1,0.3562,0,0,0.0,0,0,0.0
3407a4913c66,0816598018,False,0,0,0.0,0,0,0.0,0,0,0.0
98e6d2f440e7,0783707159,True,0,0,0.0,0,0,0.0,0,0,0.0
e7c0ff2f7242,0533022042,True,0,0,0.0,0,0,0.0,0,0,0.0
e0c18188150a,0736049001,False,1,1,1.0,1,1,1.0,0,0,0.0
b637a3e7d8b0,0857163001,False,1,1,0.4307,0,0,0.0,0,0,0.0
eb468091aef3,0751471043,False,0,1,0.3155,1,1,0.3869,0,0,0.0
9f74e778439f,0777033001,False,0,0,0.0,0,0,0.0,0,0,0.0
418835161008,0665817003,True,0,0,0.0,0,0,0.0,0,0,0.0
cf0c675fd867,0928907001,False,0,0,0.0,0,1,0.301,0,0,0.0
607c6a5ff6c6,0918292011,False,1,1,0.3869,0,0,0.0,0,0,0.0
cb7f7cd4e400,0911981001,False,0,0,0.0,0,1,0.3562,0,0,0.0
0bf722e1b6bb,0839496002,False,1,1,0.6309,0,1,0.3562,0,0,0.0
326b5dc3f8ec,0863980001,False,0,0,0.0,0,0,0.0,0,0,0.0
8f0ab494e1a9,0682236001,False,0,0,0.0,0,0,0.0,0,0,0.0
796c039fc704,0487206006,True,0,0,0.0,0,0,0.0,0,0,0.0
56a37626b0fa,0783346030,False,0,0,0.0,0,0,0.0,0,0,0.0
ae414fa70eb3,0759465001,False,1,1,1.0,0,0,0.0,0,0,0.0
03d001148760,0893432002,False,0,0,0.0,0,0,0.0,0,0,0.0
ab315c222174,0849361002,False,0,0,0.0,0,0,0.0,0,0,0.0
04c8e4b3f05c,0921266006,False,0,0,0.0,0,0,0.0,0,0,0.0
3e94c4e71dbe,0885710001,False,0,0,0.0,0,0,0.0,0,0,0.0
c3bbcf001172,0863646004,False,0,1,0.301,0,0,0.0,0,0,0.0
b0dfeed3ede4,0867969008,False,0,0,0.0,0,0,0.0,0,0,0.0
b4ce0181daae,0940640001,True,0,0,0.0,0,0,0.0,0,0,0.0
44e2e6bbec9e,0755467001,False,0,1,0.3155,0,0,0.0,0,0,0.0
afca0bdfe88b,0909357001,True,0,0,0.0,0,0,0.0,0,0,0.0
d3b5f70ec21a,0919273002,False,1,1,0.6309,0,0,0.0,0,0,0.0
449dc254d5a3,0906352001,False,0,0,0.0,0,0,0.0,0,0,0.0
863f0e03da28,0930239001,True,0,0,0.0,0,0,0.0,0,0,0.0
a65f77281a52,0828536004,False,0,1,0.301,0,0,0.0,0,0,0.0
3f9497a28e50,0894687002,False,0,0,0.0,0,0,0.0,0,0,0.0
b87f5954dc89,0827968021,False,0,0,0.0,0,0,0.0,0,0,0.0
d190fc2dc41e,0160442007,False,1,1,1.0,0,0,0.0,0,0,0.0
67931690bdf1,0945995002,False,0,1,0.3155,0,0,0.0,0,0,0.0
ac078972395f,0806778001,False,0,0,0.0,0,0,0.0,0,0,0.0
77db96923d20,0916917002,True,0,0,0.0,0,0,0.0,0,0,0.0
4e57c43d931e,0918516001,False,0,1,0.3333,0,0,0.0,0,0,0.0
5998cee76f6c,0762846006,False,1,1,1.0,0,0,0.0,0,0,0.0
f137c16fd175,0906633002,True,0,0,0.0,0,0,0.0,0,0,0.0
f874a19b8d34,0535455003,False,0,0,0.0,0,0,0.0,0,0,0.0
0d4fb6fb46df,0918645001,False,0,0,0.0,0,1,0.3333,0,0,0.0
cd04ec2726dd,0936990001,False,0,0,0.0,0,0,0.0,0,0,0.0
47275783ff84,0824526001,False,1,1,0.5,0,0,0.0,0,0,0.0
702ae6f3f3d1,0815808005,False,0,0,0.0,0,0,0.0,0,0,0.0
8a9d4d7e454a,0568601023,False,0,0,0.0,0,0,0.0,0,0,0.0
124cca5c0e03,0906741001,False,0,0,0.0,0,0,0.0,0,0,0.0
da4991d090db,0899122001,False,0,0,0.0,0,0,0.0,0,0,0.0
788785852edd,0908728005,False,0,0,0.0,1,1,0.6309,0,0,0.0
4d5b026a812d,0909371001,False,0,1,0.3333,1,1,0.3869,0,0,0.0
505cce4d28eb,0859743004,True,0,0,0.0,0,0,0.0,0,1,0.3155
bbebb4447894,0906794004,False,0,0,0.0,0,0,0.0,0,0,0.0
0001d44dbe7f,0734592001,False,0,0,0.0,1,1,0.4307,0,0,0.0
92838b6470bf,0923534004,True,0,0,0.0,0,0,0.0,0,0,0.0
8801eac41d19,0770336001,False,1,1,0.6309,0,0,0.0,0,0,0.0
6881f635c5be,0909357001,True,0,0,0.0,0,0,0.0,0,0,0.0
7d39df7c4056,0922451001,False,0,0,0.0,0,0,0.0,0,0,0.0
ad9f49c07491,0906393005,False,0,0,0.0,0,0,0.0,0,0,0.0
aceca8dedf97,0923569006,False,0,1,0.2891,0,0,0.0,0,0,0.0
0152d53f5144,0885870001,False,0,0,0.0,0,0,0.0,0,0,0.0
4ee54b1f49d6,0889550002,False,0,0,0.0,0,0,0.0,0,0,0.0
91e5e7986aed,0819113001,False,0,0,0.0,0,0,0.0,0,0,0.0
3e8272741c39,0914118001,True,0,0,0.0,0,0,0.0,1,1,0.6309
24ad95d7d7b1,0817472009,False,0,0,0.0,0,0,0.0,0,0,0.0
76dbb19ea2c8,0915309001,False,0,0,0.0,0,0,0.0,0,0,0.0
bceebaf3d6fd,0902161005,False,0,0,0.0,0,0,0.0,0,0,0.0
86088b6c51b1,0909721003,False,0,0,0.0,0,0,0.0,0,0,0.0
b1f6279bf42c,0914441002,False,0,0,0.0,1,1,0.3869,0,0,0.0
3ad1936f7d88,0918835003,True,0,0,0.0,0,0,0.0,0,1,0.3155
f444c8b2fe23,0914537002,False,0,0,0.0,0,0,0.0,0,0,0.0
01c19c0ba392,0811471004,False,0,0,0.0,0,0,0.0,0,0,0.0
0bf4c6fd4e9d,0915611004,False,0,0,0.0,0,0,0.0,0,0,0.0
5b9162256d6e,0733803001,False,1,1,0.4307,0,0,0.0,0,0,0.0
58388c01c7fd,0897818001,True,0,0,0.0,0,0,0.0,0,0,0.0
cfe3088e5580,0934135001,True,0,0,0.0,0,0,0.0,0,0,0.0
efea652ac03d,0927957001,False,0,0,0.0,0,0,0.0,0,0,0.0
f3f3b83a093d,0909371001,False,1,1,0.4307,1,1,0.3869,0,0,0.0
8f6ef86ae0b3,0651456002,True,0,0,0.0,0,0,0.0,0,0,0.0
49beaacac0c7,0870982002,False,0,0,0.0,0,0,0.0,0,0,0.0
4f87d704f199,0784001005,False,0,0,0.0,0,1,0.301,0,0,0.0
eeff2435dc9b,0889849001,False,0,0,0.0,0,0,0.0,0,0,0.0
e516f091b395,0873072002,False,0,0,0.0,0,0,0.0,0,0,0.0
8df45859ccd7,0793012001,False,1,1,0.3869,0,0,0.0,0,0,0.0
3df61317e6b9,0805765001,False,0,0,0.0,1,1,1.0,0,0,0.0
a3a49e164a72,0751471038,False,0,0,0.0,1,1,0.4307,0,0,0.0
d3cc9c591adf,0911056001,True,0,0,0.0,0,0,0.0,1,1,0.5
15a3197b46ff,0890384001,True,0,0,0.0,0,0,0.0,0,0,0.0
96d0bb2f832a,0865935002,False,0,0,0.0,0,0,0.0,0,0,0.0
de34370ddc63,0915529003,False,0,1,0.301,0,1,0.3333,0,0,0.0
716d31c400d2,0809238001,False,0,0,0.0,1,1,0.4307,0,0,0.0
6cc121e5cc20,0650534001,False,0,0,0.0,0,0,0.0,0,0,0.0
6eb92e228575,0907188001,False,0,0,0.0,0,1,0.3155,0,0,0.0
0567aa327bf7,0879991002,True,0,0,0.0,0,0,0.0,1,1,0.5
26fbbc7fb66c,0578476001,False,1,1,0.4307,0,0,0.0,0,0,0.0
6ad2c5538d44,0903516001,False,0,0,0.0,0,0,0.0,0,0,0.0
d426886e2842,0889379009,False,0,0,0.0,0,0,0.0,0,0,0.0
6ab45ee23482,0906258002,False,0,0,0.0,1,1,0.5,0,0,0.0
77cdcc11e835,0685814048,False,1,1,0.3869,0,0,0.0,0,0,0.0
689f4eda82fd,0687347002,True,0,0,0.0,0,0,0.0,0,0,0.0
65d3fe53c1da,0599580049,False,0,0,0.0,0,0,0.0,0,0,0.0
4fd20fa4ccc4,0783507001,False,0,1,0.3333,0,0,0.0,0,0,0.0
9473467ff159,0928206001,False,0,0,0.0,0,0,0.0,0,0,0.0
515063086d89,0776179003,False,0,1,0.3155,0,0,0.0,0,0,0.0
ad3090d52d11,0878479002,False,0,0,0.0,0,0,0.0,0,0,0.0
be1981ab818c,0879291001,True,0,0,0.0,0,0,0.0,0,0,0.0
191071b0e1f2,0897191002,True,0,0,0.0,0,0,0.0,0,0,0.0
30d422b17c18,0868035002,False,0,0,0.0,0,0,0.0,0,0,0.0
2df54f0d0653,0852535001,False,0,0,0.0,0,0,0.0,0,0,0.0
675491ba050d,0899122001,False,0,0,0.0,0,0,0.0,0,0,0.0
f16593e3ca07,0892093003,False,0,0,0.0,0,0,0.0,0,0,0.0
13195d22b61b,0878756001,True,0,0,0.0,0,0,0.0,0,0,0.0
55d15396193d,0923755003,False,0,0,0.0,0,0,0.0,0,0,0.0
1f8dec837742,0868823011,False,0,0,0.0,0,0,0.0,0,0,0.0
4043fdbe22eb,0794971001,False,0,1,0.3155,0,0,0.0,0,0,0.0
c33651e88b79,0880553003,False,0,0,0.0,0,0,0.0,0,0,0.0
e3717b1d03c7,0815851001,False,1,1,1.0,0,0,0.0,0,0,0.0
7f0ac4394297,0909924006,True,0,0,0.0,0,0,0.0,1,1,0.4307
84c34f4f564d,0909371001,False,1,1,1.0,1,1,0.6309,0,0,0.0
aa5d58330818,0904625001,False,0,1,0.2891,0,1,0.3333,0,0,0.0
9dbc055471e6,0598755046,False,0,0,0.0,0,0,0.0,0,0,0.0
9facc7e52473,0728156028,False,0,0,0.0,0,0,0.0,0,0,0.0
e238725cbff3,0918649001,True,0,0,0.0,0,0,0.0,0,0,0.0
30d1e9b6378a,0887934001,False,0,1,0.3155,0,0,0.0,0,0,0.0
6d0b9ab5b4eb,0736049001,False,1,1,0.6309,0,0,0.0,0,0,0.0
f0fb2d661e4b,0849440002,False,0,0,0.0,0,0,0.0,0,0,0.0
15a075c3ea7b,0915529001,False,0,1,0.301,0,0,0.0,0,0,0.0
3493c55a7fe2,0727880037,False,0,0,0.0,0,0,0.0,0,0,0.0
94304b03ce46,0905365002,False,0,0,0.0,1,1,0.4307,0,0,0.0
851a88d56941,0892378003,False,1,1,0.3869,0,0,0.0,0,0,0.0
6e378d7d9f03,0928088001,False,0,0,0.0,0,0,0.0,0,0,0.0
21dc541f04d2,0804992034,False,0,0,0.0,0,0,0.0,0,0,0.0
e9c585d9ad62,0911195002,False,0,0,0.0,0,0,0.0,0,0,0.0
a3ab70868413,0897929001,True,0,0,0.0,0,0,0.0,0,0,0.0
e2731ecc3fb0,0910132001,False,0,0,0.0,0,0,0.0,0,0,0.0
cc5484960f95,0906100002,False,0,0,0.0,0,0,0.0,0,0,0.0
5b9273e0c513,0875947002,True,0,0,0.0,0,0,0.0,0,0,0.0
efaafb08a00e,0794321007,False,0,0,0.0,0,0,0.0,0,0,0.0
71986b564f1a,0856440001,False,1,1,1.0,0,1,0.301,0,0,0.0
a07fbd05aa21,0889000006,False,0,0,0.0,0,0,0.0,0,0,0.0
cf8681fa653c,0873771002,False,0,0,0.0,0,0,0.0,0,0,0.0
5b8aa448f9eb,0888943001,False,0,0,0.0,1,1,1.0,0,0,0.0
950159306933,0896342002,False,0,0,0.0,0,0,0.0,0,0,0.0
06d23b72cac1,0851062001,False,0,1,0.2891,0,0,0.0,0,0,0.0
43efe8db05d0,0690644001,False,0,0,0.0,0,0,0.0,0,0,0.0
9ff538b9a799,0909357001,True,0,0,0.0,0,1,0.301,0,0,0.0
d80ed4ababfa,0923643001,False,0,0,0.0,1,1,0.6309,0,0,0.0
61f333f21ff1,0879781004,False,0,1,0.301,0,0,0.0,0,0,0.0
13aa106eeb8a,0871376002,False,0,0,0.0,1,1,0.6309,0,0,0.0
01a4717d38b6,0841185005,False,0,0,0.0,0,0,0.0,0,0,0.0
fa9b52a508b7,0822959001,False,0,1,0.2891,0,0,0.0,0,0,0.0
a32577fa7a15,0799067001,False,0,0,0.0,0,0,0.0,0,0,0.0
ffc247b933f1,0678942058,False,0,0,0.0,0,0,0.0,0,0,0.0
b4db5e525923,0936726001,True,0,0,0.0,0,0,0.0,0,0,0.0
ffe6376eb6b8,0928719001,False,0,0,0.0,1,1,0.5,0,0,0.0
e55d5ddb3a0c,0788575004,False,0,0,0.0,0,0,0.0,0,0,0.0
b14bfba3ae0d,0739348005,False,0,1,0.3155,0,1,0.301,0,0,0.0
6699f75dc4bb,0822311001,False,1,1,1.0,0,0,0.0,0,0,0.0
4ec31faebb89,0919273002,False,1,1,0.4307,1,1,0.5,0,0,0.0
1d517e203868,0915459002,True,0,0,0.0,0,0,0.0,0,0,0.0
13364ff15c98,0893059004,False,1,1,0.3869,0,0,0.0,0,0,0.0
91f3ab594441,0903864002,True,0,0,0.0,0,0,0.0,0,0,0.0
1f09f1593c10,0892318001,False,0,0,0.0,0,0,0.0,0,0,0.0
29e5dbb956e0,0889828001,False,0,0,0.0,1,1,0.3869,0,0,0.0
4d394406bdef,0833098001,False,0,0,0.0,0,0,0.0,0,0,0.0
da8e753500e6,0881758001,True,0,0,0.0,0,0,0.0,0,0,0.0
8ecbac346688,0687635019,False,0,0,0.0,0,0,0.0,0,0,0.0
c140410d72a4,0867994001,False,0,0,0.0,0,0,0.0,0,0,0.0
e049069ab63b,0910601003,False,0,1,0.3333,0,0,0.0,0,0,0.0
9478a9e05133,0892455003,False,0,0,0.0,0,0,0.0,0,0,0.0
898ede9fb639,0905465001,True,0,0,0.0,0,0,0.0,1,1,0.4307
9d50687e366b,0758088002,False,1,1,0.5,0,1,0.3333,0,0,0.0
6327c593aec6,0449570010,False,0,0,0.0,0,0,0.0,0,0,0.0
b79de13a7829,0751471043,False,0,1,0.3155,0,1,0.3562,0,0,0.0
157eee38676e,0882900008,False,0,0,0.0,0,0,0.0,0,0,0.0
2399cf8a4ac0,0769748014,False,0,0,0.0,0,0,0.0,0,0,0.0
97a49d226761,0864562001,False,1,1,0.6309,0,1,0.301,0,0,0.0
6b47a05d1c69,0909914001,False,0,0,0.0,0,0,0.0,0,0,0.0
1c3b99da29aa,0946748003,False,0,0,0.0,0,0,0.0,0,0,0.0
9f12a01e2982,0593049001,True,0,0,0.0,0,0,0.0,0,0,0.0
85003463ce5a,0924126001,False,0,0,0.0,0,0,0.0,0,0,0.0
