article_id,label,corruption,l1_flag,l2_flag,l3_flag,l1_ms,l2_ms,l3_ms
0361531012,hallucinated,fabric_claim,0,0,0,41,39,988
0361531012,hallucinated,visual_claim,0,0,0,41,40,896
0300908009,clean,none,0,0,0,80,39,1116
0300908009,hallucinated,colour_swap,0,0,1,39,40,864
0300908009,hallucinated,type_swap,0,0,0,43,42,794
0300908009,hallucinated,fabric_claim,0,0,0,40,41,787
0300908009,hallucinated,visual_claim,0,0,0,42,40,811
0282832014,clean,none,0,0,0,77,38,1057
0282832014,hallucinated,colour_swap,0,0,0,41,42,1354
0282832014,hallucinated,type_swap,0,0,0,43,41,1074
0282832014,hallucinated,fabric_claim,0,0,0,42,38,842
0282832014,hallucinated,visual_claim,0,0,0,41,40,864
0130035001,clean,none,0,0,0,44493,42,965
0130035001,hallucinated,colour_swap,0,0,0,39,39,690
0130035001,hallucinated,type_swap,0,0,1,39,41,818
0130035001,hallucinated,fabric_claim,0,0,0,39,43,723
0130035001,hallucinated,visual_claim,0,0,0,40,39,714
0514577023,clean,none,0,0,1,78,42,825
0514577023,hallucinated,colour_swap,0,0,1,39,38,711
0514577023,hallucinated,fabric_claim,0,0,1,41,39,715
0778064001,clean,none,0,0,0,78,40,834
0778064001,hallucinated,colour_swap,0,0,0,40,39,712
0778064001,hallucinated,fabric_claim,0,0,0,38,40,713
0778064001,hallucinated,visual_claim,0,0,0,39,40,707
0539151001,clean,none,0,0,0,79,38,801
0539151001,hallucinated,colour_swap,0,0,0,39,39,659
0539151001,hallucinated,type_swap,0,0,0,39,39,647
0539151001,hallucinated,fabric_claim,0,0,0,39,39,672
0539151001,hallucinated,visual_claim,0,0,0,40,38,654
0176209023,clean,none,0,0,0,79,39,741
0176209023,hallucinated,colour_swap,0,0,0,39,40,738
0176209023,hallucinated,type_swap,0,0,1,39,43,735
0176209023,hallucinated,fabric_claim,0,0,0,39,39,729
0176209023,hallucinated,visual_claim,0,0,0,41,39,792
0253448059,clean,none,0,0,0,86,41,905
0253448059,hallucinated,type_swap,0,0,1,39,39,753
0253448059,hallucinated,fabric_claim,0,0,0,41,38,787
0253448059,hallucinated,visual_claim,0,0,0,41,41,759
0573652002,clean,none,0,0,0,78,39,863
0573652002,hallucinated,colour_swap,0,0,0,40,38,751
0573652002,hallucinated,fabric_claim,0,0,0,39,38,725
0573652002,hallucinated,visual_claim,0,0,0,38,38,697
0262277009,clean,none,0,0,0,77,40,865
0262277009,hallucinated,colour_swap,0,0,1,39,40,718
0262277009,hallucinated,type_swap,0,0,0,41,39,705
0262277009,hallucinated,fabric_claim,0,0,0,39,39,732
0262277009,hallucinated,visual_claim,0,0,0,38,40,718
